Event Generated Time (UTC),Event ID,Event Description,Event Category,Threat Target IPv4 Address,Action Taken,Agent GUID
7/31/13 12:44:02 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:43:52 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:43:51 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:43:34 PM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 12:43:34 PM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 12:43:11 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:42:40 PM,18000,Host intrusion detected and handled,Program,12.205.14.105,Permitted,9B3A2B38-77E1-447E-87A2-D0A73F37641F
7/31/13 12:42:12 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:42:12 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:42:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:41:55 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:41:54 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:41:26 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:41:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:40:44 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:40:24 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:39:14 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:39:14 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:39:01 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:38:50 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:38:49 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:38:44 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:38:28 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:37:32 PM,18000,Host intrusion detected and handled,Program,104.12.13.102,Permitted,D8B934E4-2D94-40BC-9E03-08001DF361DC
7/31/13 12:37:18 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:37:12 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:37:11 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:37:05 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:36:54 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:36:53 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:36:35 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:36:24 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:36:09 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:36:04 PM,18000,Host intrusion detected and handled,Program,104.12.15.101,Permitted,CC195ABB-15CD-4CD7-864A-92965802DB94
7/31/13 12:36:00 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:35:53 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:35:37 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:35:12 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:35:05 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:34:31 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:34:27 PM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 12:34:26 PM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 12:34:15 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:34:13 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:34:13 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:34:12 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:34:00 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:33:48 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:33:48 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:33:43 PM,18000,Host intrusion detected and handled,Registry,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:33:42 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:33:41 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:33:29 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:32:12 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:32:11 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:31:53 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:31:52 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:31:34 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:31:29 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:31:04 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 12:31:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:30:57 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:30:33 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:30:26 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:30:19 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:30:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:29:17 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:29:12 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:29:00 PM,18000,Host intrusion detected and handled,Program,144.170.31.103,Permitted,97CC196C-C271-45B4-86C7-2BF5588B3664
7/31/13 12:28:47 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:28:46 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:28:34 PM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 12:28:33 PM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 12:28:01 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:27:34 PM,18000,Host intrusion detected and handled,Program,12.205.15.106,Permitted,7C84F4CD-2B59-4EF6-834A-B34D69B1F0E3
7/31/13 12:27:15 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:27:10 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:27:10 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:26:51 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:26:51 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:26:24 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:26:11 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 12:26:03 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 12:25:53 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:25:35 PM,18000,Host intrusion detected and handled,Program,104.12.15.103,Permitted,F1DBD394-04EA-47FF-A73A-C13E35CFDC42
7/31/13 12:25:32 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:25:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:25:00 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:24:14 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:24:08 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:23:45 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:23:44 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:23:00 PM,18000,Host intrusion detected and handled,Program,12.205.13.101,Permitted,4B9C2FB2-8EC7-48C2-BBE4-B61D2270AC66
7/31/13 12:22:56 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:22:09 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:22:08 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:21:56 PM,18000,Host intrusion detected and handled,Program,12.205.13.109,Permitted,032B7573-1E34-4F62-8BD0-B5D4B81648F6
7/31/13 12:21:50 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:21:49 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:21:49 PM,18000,Host intrusion detected and handled,Program,12.205.13.102,Permitted,DDB992D4-FC2D-4B88-8282-469566BE1E79
7/31/13 12:21:23 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:20:50 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:20:32 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:20:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:19:30 PM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 12:19:29 PM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 12:19:17 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:19:13 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:19:12 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:19:08 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:19:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:18:43 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:18:42 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:18:01 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:17:29 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:17:08 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:17:07 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:16:50 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:16:49 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:16:37 PM,18000,Host intrusion detected and handled,Program,12.205.13.107,Permitted,AD898BE9-C646-4C8A-B293-7290A828F96B
7/31/13 12:16:32 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:16:30 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:16:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:15:59 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:15:58 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:15:31 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:15:26 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:15:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:14:17 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:14:08 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:14:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:13:42 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:13:41 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:13:33 PM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 12:13:33 PM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 12:13:12 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:13:03 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:13:00 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:12:37 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:12:28 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:12:06 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:12:05 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:11:49 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:11:48 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:11:20 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:11:18 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:10:49 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:10:31 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:10:00 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:09:36 PM,18000,Host intrusion detected and handled,Program,12.205.15.108,Permitted,2210AB42-0673-4934-80FE-B917DFEF349A
7/31/13 12:09:17 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:09:08 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:09:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:08:42 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:08:41 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:08:40 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:08:38 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:08:00 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:07:04 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:07:04 PM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 12:07:01 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:07:00 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:06:49 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:06:48 PM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 12:06:32 PM,18000,Host intrusion detected and handled,File system,104.12.13.103,Permitted,68A97A6B-2FCC-48B4-A9D3-7D86016C4926
7/31/13 12:06:24 PM,18000,Host intrusion detected and handled,Program,104.12.13.103,Permitted,68A97A6B-2FCC-48B4-A9D3-7D86016C4926
7/31/13 12:06:24 PM,18000,Host intrusion detected and handled,Buffer Overflow,104.12.13.103,Permitted,68A97A6B-2FCC-48B4-A9D3-7D86016C4926
7/31/13 12:06:19 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:06:00 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:05:48 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 12:05:30 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:05:05 PM,18000,Host intrusion detected and handled,Services,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 12:05:05 PM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 12:05:04 PM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 12:05:00 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:04:30 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:04:29 PM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 12:04:28 PM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 12:04:15 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:04:14 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:04:13 PM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:04:11 PM,18000,Host intrusion detected and handled,Program,104.12.14.104,Permitted,28A9C81B-7DF4-42E7-B4DF-61807FB74B3D
7/31/13 12:04:02 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 12:04:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 12:04:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 12:03:41 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:03:40 PM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 12:02:58 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
