ISO,ID,HORI,BTOP,BBOT,SAMPLENO,PHH2O,PHKCL,PHCACL2,CACO3,CASO4,ORGC,ORGN,C/N,CA,MG,NA,K,SUM,EXACID,EXAL,CECSOIL,CECCLAY,CECORG,ECEC,BS,ALS,ESP,EC,CHEMREM,EDITDATE,VERIFIED
"BR",3,1,0,9,"850172",5.0999999,4.1999998,,,,1.74,0.13,,0.60000002,0.40000001,0.2,0.1,1.3,0.80000001,0.5,4.0999999,8,6.0999999,2.0999999,32,12,,0.039999999,"specific surface = 69 m2/g fine earth","03/02/95 00:00:00",
"BR",3,2,9,36,"850173",4.9000001,4.1999998,,,,1.1799999,0.1,,0.2,0,0.2,0,0.40000001,0.69999999,0.5,3.5,7,4.0999999,1.1,11,14,,0.02,"specific surface = 69 m2/g fine earth","03/02/95 00:00:00",
"BR",3,3,36,72,"850174",4.8000002,4.3000002,,,,0.74000001,0.07,,0,0,0.1,0,0.1,0.5,0.69999999,1.8,3,2.5999999,0.60000002,6,39,,0.02,"specific surface = 70 m2/g fine earth","03/02/95 00:00:00",
"BR",3,4,72,102,"850175",5,4.5,,,,0.51999998,0.050000001,,0.1,0,0,0,0.1,0.2,0.1,1.8,3,1.8,0.30000001,6,6,,0.0099999998,"specific surface = 74 m2/g fine earth","03/02/95 00:00:00",
"BR",3,5,102,147,"850176",5.6999998,5,,,,0.31999999,,,0,0,0.40000001,0,0.40000001,0.1,0,1.8,3,1.1,0.5,22,0,,0.0099999998,"specific surface = 69 m2/g fine earth","03/02/95 00:00:00",
"BR",3,6,147,175,"850177",5.6999998,5.1999998,,,,0.25,,,0,0,0.2,0,0.2,0,0,1.1,2,0.89999998,0.2,18,0,,0.0099999998,"specific surface = 68 m2/g fine earth","03/02/95 00:00:00",
"BR",4,1,0,18,"850178",6.4000001,5.4000001,,0.5,,1.98,0.17,,6.4000001,1.4,0,0.60000002,8.3999996,0.1,0,12,30,6.9000001,8.5,70,0,,0.079999998,"specific surface = 74 m2/g fine earth","03/02/95 00:00:00",
"BR",4,2,18,34,"850179",6.5999999,5.5,,0,,1.14,0.1,,4.9000001,0.69999999,0,0.1,5.6999998,0.1,0,8.1000004,13,4,5.8000002,70,0,,0.039999999,"specific surface = 73 m2/g fine earth","03/02/95 00:00:00",
"BR",4,3,34,56,"850180",6.9000001,5.6999998,,0.2,,0.88999999,0.07,,5.0999999,0.69999999,0.1,0,5.9000001,0,0,7,11,3.0999999,5.9000001,84,0,,0.029999999,"specific surface = 74 m2/g fine earth","03/02/95 00:00:00",
"BR",4,4,56,90,"850181",7,5.9000001,,0.2,,0.75,0.050000001,,4.6999998,0.60000002,0.1,0,5.4000001,0,0,6.0999999,10,2.5999999,5.4000001,89,0,,0.029999999,"specific surface = 73 m2/g fine earth","03/02/95 00:00:00",
"BR",4,5,90,150,"850182",7,6,,0.2,,0.51999998,0.029999999,,3.0999999,1.1,0,0,4.1999998,0,0,4.5,8,1.8,4.1999998,93,0,,0.029999999,"specific surface = 70 m2/g fine earth","03/02/95 00:00:00",
"BR",4,6,150,200,"850183",7,6.0999999,,0.5,,0.34,,,2.4000001,0.5,0.1,0,3,0,0,3.5,6,1.2,3,86,0,,0.039999999,"specific surface = 68 m2/g fine earth","03/02/95 00:00:00",
"BR",5,1,0,26,"850184",4.6999998,4.1999998,,,,2.47,0.18000001,,0.2,0.1,0,0.1,0.40000001,0.80000001,0.69999999,7.6999998,13,8.6000004,1.2,5,9,,0.090000004,"specific surface = 66 m2/g fine earth","03/02/95 00:00:00",
"BR",5,2,26,50,"850185",4.9000001,4.8000002,,,,1.15,0.090000004,,0,0,0.1,0,0.1,0.1,0,3.5999999,6,4,0.2,3,0,,0.02,"specific surface = 63 m2/g fine earth","03/02/95 00:00:00",
"BR",5,3,50,75,"850186",5.4000001,5.0999999,,,,0.88,0.050000001,,0.2,0,0.1,0,0.30000001,0,0,1.4,2,3.0999999,0.30000001,21,0,,0.0099999998,"specific surface = 63 m2/g fine earth","03/02/95 00:00:00",
"BR",5,4,75,215,"850187",5.5999999,5.5,,,,0.80000001,0.039999999,,0,0,0.1,0,0.1,0,0,1.6,3,2.8,0.1,6,0,,0.0099999998,"specific surface = 60 m2/g fine earth","03/02/95 00:00:00",
"BR",5,5,215,250,"850188",5.9000001,5.8000002,,,,0.52999997,0.039999999,,0,0,0.1,0,0.1,0,0,0.69999999,1,1.9,0.1,14,0,,0.0099999998,"specific surface = 57 m2/g fine earth","03/02/95 00:00:00",
"BR",6,1,0,28,"850189",5.1999998,4.0999999,,,,0.82999998,0.050000001,,0.2,0.1,0.1,0.1,0.5,0.80000001,0.69999999,3.3,21,2.9000001,1.3,15,21,,0.039999999,"specific surface = 14 m2/g fine earth","03/02/95 00:00:00",
"BR",6,2,28,56,"850190",5,4,,,,0.49000001,0.07,,0,0,0,0.1,0.1,0.89999998,0.89999998,2.5,13,1.7,1,4,36,,0.02,"specific surface = 14 m2/g fine earth","03/02/95 00:00:00",
"BR",6,3,56,85,"850191",4.8000002,4,,,,0.31,,,0,0,0.1,0,0.1,0.80000001,0.89999998,1.9,9,1.1,0.89999998,5,47,,0.02,"specific surface = 14 m2/g fine earth","03/02/95 00:00:00",
"BR",6,4,85,165,"850192",5,4.0999999,,,,0.22,,,0,0,0,0,0,0.69999999,0.69999999,1.4,6,0.80000001,0.69999999,0,50,,0.0099999998,"specific surface = 14 m2/g fine earth","03/02/95 00:00:00",
"BR",6,5,165,250,"850193",5.0999999,4.1999998,,,,0.11,,,0,0,0.1,0,0.1,0.5,0.60000002,1.6,7,0.40000001,0.60000002,6,38,,0.0099999998,"specific surface = 16 m2/g fine earth","03/02/95 00:00:00",
"BR",7,1,0,15,"850194",6.1999998,5.1999998,,,,2.8399999,0.28,,10.4,2.2,0,1.1,13.7,0,0,17.700001,32,9.8999996,13.7,77,0,,0.20999999,"specific surface = 83 m2/g fine earth","03/02/95 00:00:00",
"BR",7,2,15,30,"850195",6.4000001,5.3000002,,,,1.62,0.18000001,,8,1.5,0,0.5,10,0,0.1,12.2,21,5.6999998,10,82,1,,0.13,"specific surface = 81 m2/g fine earth","03/02/95 00:00:00",
"BR",7,3,30,75,"850196",6.8000002,5.4000001,,1,,0.92000002,0.1,,6.9000001,1.7,0,0.69999999,9.3000002,0,0,11.9,15,3.2,9.3000002,78,0,,0.059999999,"specific surface = 109 m2/g fine earth","03/02/95 00:00:00",
"BR",7,4,75,125,"850197",6.9000001,5.5999999,,1,,0.60000002,0.050000001,,5.8000002,2.0999999,0.1,0.89999998,8.8999996,0,0,10.7,13,2.0999999,8.8999996,83,0,,0.050000001,"specific surface = 113 m2/g fine earth","03/02/95 00:00:00",
"BR",7,5,125,175,"850198",6.8000002,5.5,,1,,0.43000001,,,4.5999999,2.0999999,0,0.60000002,7.3000002,0,0,9,11,1.5,7.3000002,81,0,,0.050000001,"specific surface = 114 m2/g fine earth","03/02/95 00:00:00",
"BR",7,6,175,275,"850199",6.0999999,4.8000002,,,,0.19,,,3.0999999,1.2,0,0.1,4.4000001,0,0,7.6999998,10,0.69999999,4.4000001,57,0,,0.0099999998,"specific surface = 110 m2/g fine earth","03/02/95 00:00:00",
"BR",8,1,0,22,"850200",4.1999998,3.8,,,,2.5799999,0.23,,0.80000001,0.5,0,0.2,1.5,3.5999999,3.8,12.2,15,9,5.0999999,12,31,,0.18000001,"specific surface = 91 m2/g fine earth","03/02/95 00:00:00",
"BR",8,2,22,44,"850201",4.4000001,3.8,,,,1.76,0.17,,0.80000001,0.2,0.2,0.1,1.3,3.5999999,3.7,10.2,12,6.1999998,4.9000001,13,36,,0.059999999,"specific surface = 89 m2/g fine earth","03/02/95 00:00:00",
"BR",8,3,44,65,"850202",4.6999998,3.9000001,,,,1.34,0.1,,1,0.2,0.30000001,0,1.5,2.7,2.7,9,11,4.6999998,4.1999998,17,30,,0.039999999,"specific surface = 88 m2/g fine earth","03/02/95 00:00:00",
"BR",8,4,65,120,"850203",5.0999999,4.1999998,,,,0.75,0.039999999,,0.60000002,0.1,0.1,0,0.80000001,1.4,1.3,7.3000002,9,2.5999999,2.2,11,18,,0.0099999998,"specific surface = 93 m2/g fine earth","03/02/95 00:00:00",
"BR",8,6,310,350,"850205",5.4000001,4.4000001,,,,0.14,,,0.2,0.1,0.1,0,0.40000001,0.40000001,0.30000001,6.0999999,7,0.5,0.80000001,7,5,,0.0099999998,"specific surface = 92 m2/g fine earth","03/02/95 00:00:00",
"BR",8,7,420,450,"850206",5.4000001,4.4000001,,,,0.090000004,,,0.2,0.1,0,0,0.30000001,0.40000001,0.30000001,4.8000002,6,0.30000001,0.69999999,6,6,,0.0099999998,"specific surface = 91 m2/g fine earth","03/02/95 00:00:00",
"BR",8,8,520,550,"850207",5.5,4.3000002,,0,,0.059999999,,,0.2,0.1,0.1,0,0.40000001,0.69999999,0.69999999,7.5,9,0.2,1.1,5,9,,0.0099999998,"specific surface = 93 m2/g fine earth","03/02/95 00:00:00",
"BR",9,1,0,16,"850209",4.4000001,3.9000001,,,,3.6900001,0.22,,0.2,0.2,0.30000001,0.1,0.80000001,4.5999999,4.5,17.9,24,13,5.4000001,4,25,,0.059999999,"specific surface = 113 m2/g fine earth","03/02/95 00:00:00",
"BR",9,2,16,41,"850210",4.6999998,4,,,,2.26,0.13,,0,0.1,0.2,0,0.30000001,3.5999999,3.8,13.5,18,7.9000001,3.9000001,2,28,,0.02,"specific surface = 107 m2/g fine earth","03/02/95 00:00:00",
"BR",9,3,41,80,"850211",4.8000002,4.0999999,,,,1.85,0.1,,0,0.1,0.69999999,0.1,0.89999998,3.3,3.3,11.5,15,6.5,4.1999998,8,29,,0.0099999998,"specific surface = 105 m2/g fine earth","03/02/95 00:00:00",
"BR",9,4,80,150,"850212",5,4.1999998,,,,1.09,0.079999998,,0.2,0.1,0.1,0,0.40000001,1.9,1.9,9,12,3.8,2.3,4,21,,0.0099999998,"specific surface = 106 m2/g fine earth","03/02/95 00:00:00",
"BR",9,5,150,200,"850213",5,4.4000001,,,,0.52999997,0.039999999,,0.2,0,0.1,0,0.30000001,0.60000002,0.5,6.6999998,9,1.9,0.89999998,4,7,,0.0099999998,"specific surface = 105 m2/g fine earth","03/02/95 00:00:00",
"BR",10,1,0,16,"850214",4.3000002,3.9000001,,,,5.52,0.31,,0.80000001,0.5,0.30000001,0.2,1.8,5.3000002,5.5,20.299999,37,19,7.0999999,9,27,,0.23,"specific surface = 112 m2/g fine earth","03/02/95 00:00:00",
"BR",10,2,16,42,"850215",4.5,4,,,,4.1900001,0.22,,0.40000001,0.30000001,0.40000001,0.1,1.2,5,5.1999998,19.4,35,15,6.1999998,6,27,,0.090000004,"specific surface = 112 m2/g fine earth","03/02/95 00:00:00",
"BR",10,3,42,64,"850216",4.8000002,4,,,,2.8099999,0.11,,0.40000001,0.5,0.1,0.1,1.1,3.8,4,14.7,26,9.8000002,4.9000001,7,27,,0.050000001,"specific surface = 102 m2/g fine earth","03/02/95 00:00:00",
"BR",10,4,64,81,"850217",4.9000001,4.0999999,,,,2.03,0.079999998,,0.2,0.30000001,0.1,0.1,0.69999999,3.5,3.7,11.9,19,7.0999999,4.1999998,6,31,,0.02,"specific surface = 110 m2/g fine earth","03/02/95 00:00:00",
"BR",10,5,81,101,"850218",5.0999999,4.0999999,,,,1.37,0.079999998,,0.2,0.2,0.1,0,0.5,2.4000001,2.4000001,8.3000002,15,4.8000002,2.9000001,6,29,,0.0099999998,"specific surface = 96 m2/g fine earth","03/02/95 00:00:00",
"BR",10,6,101,140,"850219",5.4000001,4.9000001,,,,0.60000002,0.050000001,,0,0.2,0.30000001,0,0.5,0,0.1,3.3,5,2.0999999,0.5,15,3,,0.0099999998,"specific surface = 95 m2/g fine earth","03/02/95 00:00:00",
"BR",10,7,140,200,"850220",5,4.0999999,,,,0.090000004,,,0,0.1,0.2,0,0.30000001,1.8,1.8,5.9000001,12,0.30000001,2.0999999,5,31,,0.0099999998,"specific surface = 58 m2/g fine earth","03/02/95 00:00:00",
"BR",11,1,0,8,"850221",6.0999999,5.3000002,,,,1.42,0.090000004,,3.4000001,0.60000002,0.1,0.1,4.1999998,0,0.1,6.6999998,74,5,4.1999998,63,1,,0.13,"specific surface = 16 m2/g fine earth","03/02/95 00:00:00",
"BR",11,2,8,18,"850222",5.0999999,4.3000002,,,,1.03,0.07,,1.2,0.30000001,0.1,0,1.6,0.40000001,0.40000001,4.4000001,27,3.5999999,2,36,9,,0.11,"specific surface = 19 m2/g fine earth","03/02/95 00:00:00",
"BR",11,3,18,45,"850223",4.8000002,4.1999998,,,,0.63999999,0.039999999,,0.40000001,0.1,0,0,0.5,0.80000001,0.89999998,3,13,2.2,1.3,17,30,,0.039999999,"specific surface = 22 m2/g fine earth","03/02/95 00:00:00",
"BR",11,4,45,80,"850224",4.8000002,4.3000002,,,,0.36000001,,,0.40000001,0.1,0.1,0,0.60000002,0.69999999,0.89999998,2.3,8,1.3,1.3,26,39,,0.029999999,"specific surface = 23 m2/g fine earth","03/02/95 00:00:00",
"BR",11,5,80,120,"850225",4.9000001,4.3000002,,,,0.2,,,0.30000001,0,0,0,0.30000001,0.60000002,0.80000001,1.4,5,0.69999999,0.89999998,21,57,,0.029999999,"specific surface = 21 m2/g fine earth","03/02/95 00:00:00",
"BR",11,6,120,160,"850226",4.8000002,4.1999998,,,,0.11,,,0.40000001,0,0,0,0.40000001,0.60000002,0.80000001,1.4,5,0.40000001,1,29,57,,0.02,"specific surface = 21 m2/g fine earth","03/02/95 00:00:00",
"BR",11,7,160,220,"850227",4.8000002,4.1999998,,,,0.090000004,,,0.40000001,0,0,0,0.40000001,0.5,0.69999999,1.2,4,0.30000001,0.89999998,33,58,,0.02,"specific surface = 21 m2/g fine earth","03/02/95 00:00:00",
"BR",11,8,220,260,"850228",5,4.4000001,,,,0.1,,,0.40000001,0.1,0,0,0.5,0.2,0.30000001,1,3,0.40000001,0.69999999,50,30,,0.02,"specific surface = 21 m2/g fine earth","03/02/95 00:00:00",
"BR",13,1,0,7,"850239",3.9000001,3.7,,,,2.6400001,0.20999999,,1,0.30000001,0.1,0.1,1.5,2,2,6.9000001,8,9.1999998,3.5,22,29,,0.25999999,"specific surface = 70 m2/g fine earth","03/02/95 00:00:00",
"BR",13,2,7,25,"850240",4.5,3.9000001,,,,1.37,0.1,,0.40000001,0.1,0.1,0,0.60000002,1.5,1.6,5.5,6,4.8000002,2.0999999,11,29,,0.059999999,"specific surface = 65 m2/g fine earth","03/02/95 00:00:00",
"BR",13,3,25,48,"850241",4.5999999,4,,,,0.76999998,0.079999998,,0.2,0.1,0.1,0,0.40000001,1.1,1.3,3,3,2.7,1.5,13,43,,0.02,"specific surface = 62 m2/g fine earth","03/02/95 00:00:00",
"BR",13,4,48,85,"850242",4.8000002,4,,,,0.5,0.079999998,,0,0.1,0,0,0.1,1,1.1,2.5999999,3,1.8,1.1,4,42,,0.02,"specific surface = 61 m2/g fine earth","03/02/95 00:00:00",
"BR",13,5,85,132,"850243",5.0999999,4.0999999,,,,0.34999999,,,0.2,0.1,0.1,0,0.40000001,0.89999998,1,2.5999999,3,1.2,1.3,15,38,,0.0099999998,"specific surface = 61 m2/g fine earth","03/02/95 00:00:00",
"BR",13,6,132,150,"850244",5.4000001,4.1999998,,,,0.27000001,,,0,0,0.1,0,0.1,0.80000001,0.89999998,1.9,2,0.89999998,0.89999998,5,47,,0.0099999998,"specific surface = 59 m2/g fine earth","03/02/95 00:00:00",
"BR",13,7,150,250,"850245",5.1999998,4.0999999,,,,0.30000001,,,0,0.1,0,0,0.1,0.80000001,0.80000001,2.0999999,2,1.1,0.89999998,5,38,,0.0099999998,"specific surface = 60 m2/g fine earth","03/02/95 00:00:00",
"BR",13,8,,,"850245",5.1999998,4.1999998,,,,0.23999999,,,0,0.1,0.1,0,0.2,,,1.9,2,0.80000001,0.2,11,,,0.0099999998,"specific surface = 59 m2/g fine earth","03/02/95 00:00:00",
"CN",7,1,0,5,"840297",4.9000001,4,,,,1.53,0.11,,0.40000001,0.1,0.2,0.1,0.80000001,1.9,1.7,4.0999999,13,5.4000001,2.7,20,41,,,,"02/23/95 00:00:00",
"CN",7,2,5,20,"840298",5.1999998,4.0999999,,,,0.57999998,0.029999999,,0.40000001,0.1,0.2,0,0.69999999,1.4,1.3,2.5,6,2,2.0999999,28,52,,,,"02/23/95 00:00:00",
"CN",7,3,20,45,"840299",5.1999998,4.1999998,,,,0.28,0.0099999998,,0.40000001,0.1,0.2,0.1,0.80000001,1,0.69999999,2.0999999,5,1,1.8,38,33,,,,"02/23/95 00:00:00",
"CN",7,4,45,60,"840300",5.1999998,4.1999998,,,,0.16,0,,0.40000001,0.1,0.2,0,0.69999999,0.89999998,0.69999999,1.4,4,0.60000002,1.6,50,50,,,"specific surface = 33 m2/g fine earth","02/23/95 00:00:00",
"CN",7,5,60,80,"840301",5.1999998,4.1999998,,,,0.37,0,,0.80000001,0.1,0.2,0,1.1,0.80000001,0.69999999,1.9,5,1.3,1.9,58,37,,,,"02/23/95 00:00:00",
"CN",7,6,80,120,"840302",5.1999998,4.0999999,,,,0.19,,,0.40000001,0.1,0.2,0,0.69999999,1.1,0.89999998,1.8,5,0.69999999,1.8,39,50,,,"specific surface = 31 m2/g fine earth","02/23/95 00:00:00",
"CN",7,7,120,150,"840303",5.1999998,4.0999999,,,,0.14,,,0.40000001,0.1,0.2,0,0.69999999,1.3,1,1.8,6,0.5,2,39,56,,,,"02/23/95 00:00:00",
"MZ",2,1,0,15,"830008",5.1999998,4.5,,,,1.1900001,0.079999998,,0.60000002,0.80000001,0,0.1,1.5,0.30000001,,9.1000004,25,4.1999998,1.8,16,,,0.029999999,,"06/16/94 00:00:00",
"MZ",2,2,15,30,"830009",5,4.6999998,,,,0.46000001,0.039999999,,0.2,0.80000001,0,0,1,0.2,,8.1000004,13,1.6,1.2,12,,,0.0099999998,,"06/16/94 00:00:00",
"MZ",2,3,30,65,"830010",5.0999999,4.9000001,,,,0.31999999,0.039999999,,0.2,0.80000001,0,0,1,0.1,,6.6999998,11,1.1,1.1,15,,,0.02,,"06/16/94 00:00:00",
"MZ",2,4,65,130,"830011",5.5,5.6999998,,,,0.15000001,0.029999999,,0.60000002,0.89999998,0,0,1.5,0,,5.1999998,11,0.5,1.5,29,,,0.0099999998,,"06/16/94 00:00:00",
"MZ",2,5,130,240,"830012",5.5,5.6999998,,,,0.14,0.029999999,,0.2,0.69999999,0.1,0.1,1.1,0,,5.4000001,9,0.5,1.1,20,,,0,,"06/16/94 00:00:00",
"MZ",3,1,0,5,"830017",5.5,4.9000001,,,,1.98,0.14,,2.9000001,2.5,0.69999999,0.1,6.1999998,0.1,0,16.200001,41,6.9000001,6.3000002,38,0,,0.090000004,,"06/16/94 00:00:00",
"MZ",3,2,5,17,"830018",5.5,4.6999998,,,,1.36,0.11,,2.5,1.8,0.60000002,0.1,5,0.1,0,14,26,4.8000002,5.0999999,36,0,,0.050000001,,"06/16/94 00:00:00",
"MZ",3,3,17,30,"830019",5.8000002,4.9000001,,,,0.63999999,0.059999999,,2.5,1.6,0.5,0.1,4.6999998,0,0,12.3,18,2.2,4.6999998,38,0,,0.029999999,,"06/16/94 00:00:00",
"MZ",3,4,30,60,"830020",5.5999999,5.1999998,,,,0.28999999,0.050000001,,2.0999999,1.4,0.60000002,0.1,4.1999998,0,0,9.8000002,13,1,4.1999998,43,0,,0.02,,"06/16/94 00:00:00",
"MZ",3,5,60,95,"830021",5.5999999,5.4000001,,,,0.19,0.029999999,,1.6,1.1,0.5,0.2,3.4000001,0,0,7.9000001,13,0.69999999,3.4000001,43,0,,0.0099999998,,"06/16/94 00:00:00",
"MZ",3,6,95,160,"830022",5.8000002,5.6999998,,,,0.15000001,0.02,,1.4,1.2,0.30000001,0.1,3,0,0,7.5,12,0.5,3,40,0,,0.0099999998,,"06/16/94 00:00:00",
"MZ",3,7,160,260,"830023",5.8000002,5.6999998,,,,0.07,0.039999999,,1.9,1.3,0.5,0.2,3.9000001,0.2,0,9,16,0.2,4.0999999,43,0,,0.0099999998,,"06/16/94 00:00:00",
"PE",26,1,0,8,"850513",4,3.5999999,,,,1.5,,,0.2,0.1,0.1,0.1,0.5,2.8,2.7,6.1999998,620,5.3000002,3.3,8,44,,0.17,"specific surface = 33 m2/g fine earth","04/12/95 00:00:00",
"PE",26,2,8,35,"850514",4.3000002,3.7,,,,0.40000001,,,0.40000001,0,0,0.1,0.5,3.5999999,3.7,4.9000001,61,1.4,4.0999999,10,76,,0.090000004,"specific surface = 40 m2/g fine earth","04/12/95 00:00:00",
"PE",26,3,35,60,"850515",4.4000001,3.8,,,,0.30000001,,,0.2,0,0,0,0.2,3.8,3.8,4.9000001,31,1.1,4,4,78,,0.050000001,"specific surface = 41 m2/g fine earth","04/12/95 00:00:00",
"PE",26,4,60,100,"850516",4.5,3.8,,,,0.2,,,0.2,0,0,0,0.2,4.3000002,4.4000001,4.5999999,29,0.69999999,4.5,4,96,,0.039999999,"specific surface = 47 m2/g fine earth","04/12/95 00:00:00",
"PE",26,5,100,150,"850518",4.5,3.7,,,,0.1,,,0.2,0,0,0,0.2,4.4000001,4.4000001,5.5,32,0.40000001,4.5999999,4,80,,0.050000001,"specific surface = 49 m2/g fine earth","04/12/95 00:00:00",
"PE",26,6,150,220,"850519",4.5,3.7,,,,0.2,,,0.40000001,0.1,0.2,0.1,0.80000001,4.5,4.5,5.9000001,27,0.69999999,5.3000002,14,76,,0.050000001,,"04/12/95 00:00:00",
"PE",26,7,220,260,"850520",4.5,3.7,,,,0.1,,,0.40000001,0.1,0.1,0.69999999,1.3,4.5999999,4.5999999,5.3000002,24,0.40000001,5.9000001,25,87,,0.079999998,,"04/12/95 00:00:00",
"PE",26,8,260,305,"850521",4.5999999,3.5999999,,,,0.1,,,0.2,0.1,0.30000001,0.2,0.80000001,4.0999999,4,12.4,43,0.40000001,4.9000001,6,32,,0.059999999,,"04/12/95 00:00:00",
"OM",2,1,0,12,"820196",8.5,8.1000004,,39.299999,,0.51999998,,,8.3999996,4.3000002,0.2,0.69999999,13.6,,,11.6,72,1.8,13.6,117,,,0.89999998,"material <50mu: calcite (xxx); dolomite (x)","01/17/92 00:00:00",
"OM",2,2,12,32,"820197",8.3999996,8,,50.599998,,0.47999999,,,9.1999998,5.5999999,0.1,1.3,16.200001,,,17.1,61,1.7,16.200001,95,,,1.2,"material <50mu: calcite (xxx); dolomite (x)","01/17/92 00:00:00",
"OM",2,3,32,52,"820198",8.1999998,8,,69.099998,,0.47999999,,,9.8000002,6,0.69999999,1.3,17.799999,,,16.4,43,1.7,17.799999,109,,,3.7,,"01/17/92 00:00:00",
"OM",2,4,52,106,"820199",8.1999998,8.1000004,,70.699997,,0.20999999,,,6.9000001,5.8000002,0.60000002,1.2,14.5,,,10,33,0.69999999,14.5,145,,,7,"material <50mu: calcite (trace); dolomite (xxx)","01/17/92 00:00:00",
"OM",2,5,106,150,"820200",8.5,8.1000004,,31.1,,0.090000004,,,3.7,2.9000001,0.89999998,0.40000001,7.9000001,,,6.8000002,58,0.30000001,7.9000001,116,,,2.7,"material <50mu: calcite (xxx); dolomite (x)","01/17/92 00:00:00",
"OM",3,1,0,5,"820201",7.9000001,7.8000002,,36.400002,,0.16,,,11.1,0.80000001,0,0.40000001,12.3,,,5.4000001,79,0.60000002,12.3,228,,,1.9,"material <50mu: calcite (xxx); dolomite (x); gypsum (trace)","07/24/96 00:00:00","OSP"
"OM",3,2,5,20,"820202",8.6000004,8.1000004,,40.599998,,0.12,,,6.5,1,0,0.40000001,7.9000001,,,6.1999998,67,0.40000001,7.9000001,127,,,0.18000001,"material <50mu: calcite (xxx); dolomite (x); gypsum (trace)","07/24/96 00:00:00","OSP"
"OM",3,3,20,38,"820203",8.6999998,8.1000004,,41.599998,,0.079999998,,,5.6999998,1.1,0,0.40000001,7.1999998,,,4.6999998,39,0.30000001,7.1999998,153,,,0.16,"material <50mu: calcite (xxx); dolomite (x); gypsum (trace)","07/24/96 00:00:00","OSP"
"OM",3,4,38,90,"820204",8.5,8.1000004,,36.900002,,0.039999999,,,5.0999999,0.80000001,0,0.30000001,6.1999998,,,3.4000001,29,0.1,6.1999998,182,,,0.20999999,"material <50mu: calcite (xxx); dolomite (x); gypsum (trace)","07/24/96 00:00:00","OSP"
"OM",3,5,90,115,"820205",7.9000001,7.5,,29.299999,,0.029999999,,,41.5,0.2,0,0.2,41.900002,,,3.4000001,17,0.1,41.900002,,,,2,"material <50mu: calcite (xxx); gypsum (x)","07/24/96 00:00:00","OSP"
"AU",4,1,0,10,"830065",6.5999999,,,,,2.9000001,0.13,22,17,6.5999999,1.4,1.4,26.4,,,26,,,,102,,,1.04,,"01/15/91 00:00:00",
"AU",4,2,10,33,"830066",7,,,,,,,,,,,,,,,,,,,,,,0.91000003,,"01/15/91 00:00:00",
"AU",4,3,33,65,"830067",7.5999999,,,,,1.4,0.07,20,15,9.3999996,4.5,0.89999998,29.799999,,,25,,,,119,,,1.4400001,,"01/15/91 00:00:00",
"AU",4,4,65,90,"830068",7.1999998,,,,,1.2,0.059999999,20,11,9.3999996,5.5999999,0.80000001,26.799999,,,24,,,,112,,,2.0599999,,"01/15/91 00:00:00",
"AU",4,5,90,120,"830069",5.5999999,,,,,0.89999998,0.039999999,22,7,7.8000002,6.0999999,0.69999999,21.6,,,22,,,,98,,,2.22,,"01/15/91 00:00:00",
"AU",4,6,120,150,"830070",5.5999999,,,,,,,,4.5999999,7.3000002,5.5999999,0.60000002,18.1,,,22,,,,82,,,2.45,,"01/15/91 00:00:00",
"AU",4,7,150,174,"830071",6,,,,,,,,4.5,12,8.8000002,1,26.299999,,,23,,,,114,,,2.8099999,,"01/15/91 00:00:00",
"ML",2,1,0,30,"840433",8.1000004,6.3000002,,2,,0.56,0.059999999,,18,4.1999998,1.6,0.2,24,,,22.799999,35,2,24,105,,,0.28999999,,"05/18/95 00:00:00",
"ML",2,2,30,60,"870434",8.8000002,6.8000002,,2.0999999,,0.18000001,0.02,,20.1,4.5,2.4000001,0.1,27.1,,,21.200001,33,0.60000002,27.1,128,,,0.23999999,,"05/18/95 00:00:00",
"ML",2,3,60,100,"870435",8.8000002,6.8000002,,1.8,,0.18000001,,,18.4,4.8000002,2.7,0.1,26,,,23.9,40,0.60000002,26,109,,,0.25999999,,"05/18/95 00:00:00",
"ML",2,4,100,150,"870436",8.8000002,6.9000001,,2.5,,0.14,,,21.200001,5.3000002,2.3,0.2,29,,,20.200001,32,0.5,29,144,,,0.25999999,,"05/18/95 00:00:00",
"ML",2,5,150,175,"870437",8.8999996,7,,2.5999999,,0.059999999,,,23.200001,4.1999998,1.7,0.1,29.200001,,,15.4,33,0.2,29.200001,190,,,0.25,,"05/18/95 00:00:00",
"ML",2,6,175,250,"870438",8.8999996,7,,1.8,,0.029999999,,,15.9,2.5999999,1,0.1,19.6,,,9.1000004,37,0.1,19.6,215,,,0.2,,"05/18/95 00:00:00",
"ML",2,7,300,375,"870439",8.8999996,7.0999999,,1.5,,0,,,13.8,4.0999999,0.69999999,0.1,18.700001,,,11.4,44,0,18.700001,164,,,0.17,,"05/18/95 00:00:00",
"ML",3,1,0,12,"870440",6.6999998,5.5999999,,,,0.19,0.02,,1,0.5,0,0.2,1.7,0.1,0,2,43,0.69999999,1.8,85,0,,0.029999999,,"05/18/95 00:00:00",
"ML",3,2,12,37,"870441",6.1999998,4.6999998,,,,0.1,0.02,,1.2,0.89999998,0,0.2,2.3,0.1,0,2.5999999,31,0.40000001,2.4000001,88,0,,0.0099999998,,"05/18/95 00:00:00",
