ISO,ID,HORI,BTOP,BBOT,SAMPLENO,PHH2O,PHKCL,PHCACL2,CACO3,CASO4,ORGC,ORGN,C/N,CA,MG,NA,K,SUM,EXACID,EXAL,CECSOIL,CECCLAY,CECORG,ECEC,BS,ALS,ESP,EC,CHEMREM,EDITDATE,VERIFIED
"NG",19,7,240,310,"910070",7.5,6.8000002,,0.5,,0.059999999,,,2.2,2.2,0,0.5,4.9000001,,,3.7,7,0.2,4.9000001,132,,,0.050000001,,"03/02/95 00:00:00",
"NG",19,8,310,365,"910071",7.5,6.8000002,,0.5,,0.07,,,1.9,1.4,0,0.69999999,4,,,3.5999999,7,0.2,4,111,,,0.050000001,,"03/02/95 00:00:00",
"NG",19,9,365,410,"910072",7.5,6.6999998,,0.40000001,,0.090000004,,,2.0999999,1,0,0.80000001,3.9000001,,,4.1999998,8,0.30000001,3.9000001,93,,,0.050000001,,"03/02/95 00:00:00",
"NG",20,1,0,20,"910073",5.4000001,4.5,,,,1.0700001,0.02,,2,1,0,0.1,3.0999999,0.2,0.2,5.6999998,34,3.7,3.3,54,4,,0.050000001,,"03/02/95 00:00:00",
"NG",20,2,20,37,"910074",5.1999998,4.3000002,,,,0.58999997,0.059999999,,1.7,0.69999999,0,0,2.4000001,0.80000001,0.69999999,5.5,17,2.0999999,3.2,44,13,,0.029999999,,"03/02/95 00:00:00",
"NG",20,3,37,85,"910075",5.0999999,4.1999998,,,,0.44,,,1.1,0.40000001,0,0,1.5,1.4,1.4,4.5,9,1.5,2.9000001,33,31,,0.02,,"03/02/95 00:00:00",
"NG",20,4,85,120,"910076",5.1999998,4.1999998,,,,0.41999999,,,0.60000002,0.5,0,0.1,1.2,1.4,1.2,3.5,7,1.5,2.5999999,34,34,,0.0099999998,,"03/02/95 00:00:00",
"NG",20,5,120,173,"910077",5.3000002,4.1999998,,,,0.58999997,,,0.40000001,0.40000001,0.1,0.1,1,1.5,1.4,3.7,8,2.0999999,2.5,27,38,,0.0099999998,,"03/02/95 00:00:00",
"NG",20,6,173,268,"910078",4.9000001,4.0999999,,,,0.14,,,0.2,0.30000001,0.1,0.1,0.69999999,1.7,1.7,3.5,7,0.5,2.4000001,20,49,,0.02,,"03/02/95 00:00:00",
"NG",20,7,268,313,"910079",4.9000001,4.0999999,,,,0.090000004,,,0.2,0.2,0,0.1,0.5,1.9,1.9,2.5999999,5,0.30000001,2.4000001,19,73,,0.0099999998,,"03/02/95 00:00:00",
"NG",20,8,313,368,"910080",4.9000001,4.0999999,,,,0.079999998,,,0.2,0.2,0,0.1,0.5,1.9,1.9,3.0999999,7,0.30000001,2.4000001,16,61,,0.0099999998,,"03/02/95 00:00:00",
"NG",20,9,368,390,"910081",4.9000001,4.0999999,,,,0.059999999,,,0,0.2,0.1,0.1,0.40000001,1.7,1.6,2.8,6,0.2,2.0999999,14,57,,0.02,,"03/02/95 00:00:00",
"NG",21,1,0,25,"910082",5.9000001,5.1999998,,,,0.81,0.07,,3,0.89999998,0,0.2,4.0999999,0.1,0,5.4000001,44,2.8,4.1999998,76,0,,0.050000001,,"03/02/95 00:00:00",
"NG",21,2,25,55,"910083",5.8000002,4.8000002,,,,0.31999999,0.039999999,,2.2,0.89999998,0,0.1,3.2,0.1,0,4.6999998,25,1.1,3.3,68,0,,0.02,,"03/02/95 00:00:00",
"NG",21,3,55,84,"910084",5.5999999,4.9000001,,,,0.36000001,0.039999999,,2.8,1.5,0,0.1,4.4000001,0.1,0,5.6999998,16,1.3,4.5,77,0,,0.02,,"03/02/95 00:00:00",
"NG",21,4,84,109,"910085",5.5,4.8000002,,,,0.15000001,0.029999999,,1.8,1.7,0,0.1,3.5999999,0.1,0,5.6999998,14,0.5,3.7,63,0,,0.0099999998,,"03/02/95 00:00:00",
"NG",21,5,109,135,"910086",5.5,4.9000001,,,,0.14,0.02,,2,2,0.30000001,0.1,4.4000001,0.1,0,6.3000002,15,0.5,4.5,70,0,,0.0099999998,,"03/02/95 00:00:00",
"NG",21,6,135,175,"910087",5.5,4.8000002,,,,0.090000004,0.02,,2.2,2.0999999,0,0.1,4.4000001,0.2,0,7.0999999,16,0.30000001,4.5999999,62,0,,0.0099999998,,"03/02/95 00:00:00",
"NG",21,7,175,225,"910088",5.5,5,,,,0.059999999,0.02,,2.4000001,3.2,0,0.2,5.8000002,0.1,0,9.3999996,21,0.2,5.9000001,62,0,,0.02,,"03/02/95 00:00:00",
"NG",21,8,225,264,"910089",5.9000001,5.1999998,,,,0.02,0.0099999998,,2.5999999,3.8,0.1,0.2,6.6999998,0,0,8.6999998,21,0.1,6.6999998,77,0,,0.02,,"03/02/95 00:00:00",
"NG",21,9,264,300,"910090",5.8000002,5.0999999,,,,0.079999998,0.0099999998,,3.0999999,5.4000001,0.1,0.2,8.8000002,0.1,0,9.5,23,0.30000001,8.8999996,93,0,,0.02,,"03/02/95 00:00:00",
"NG",21,10,300,345,"910092",5.8000002,4.6999998,,,,0.059999999,0.02,,4.4000001,8.1999998,0.30000001,0.30000001,13.2,0.2,0,13.4,39,0.2,13.4,99,0,,0.02,,"03/02/95 00:00:00",
"NG",21,11,345,435,"910093",5.9000001,4.0999999,,,,0.029999999,0.0099999998,,8.3999996,12.4,0.1,0.30000001,21.200001,0.60000002,0.2,15.2,62,0.1,21.799999,139,1,,0.02,,"03/02/95 00:00:00",
"NG",22,1,0,15,"910094",4.4000001,3.9000001,,,,1.34,0.12,,0.40000001,0.1,0.1,0.1,0.69999999,2.2,1.8,6.3000002,28,4.6999998,2.9000001,11,29,,0.11,,"03/02/95 00:00:00",
"NG",22,2,15,50,"910095",4.5999999,3.9000001,,,,0.56,0.059999999,,0.60000002,0.30000001,0,0.1,1,2.9000001,2.3,6.3000002,17,2,3.9000001,16,37,,0.039999999,,"03/02/95 00:00:00",
"NG",22,3,50,114,"910096",4.5999999,4,,,,0.34999999,0.039999999,,0.2,0.1,0.1,0.1,0.5,2.7,2.3,4.9000001,13,1.2,3.2,10,47,,0.02,,"03/02/95 00:00:00",
"NG",22,4,114,176,"910097",4.6999998,4,,,,0.23,0.029999999,,0.2,0.1,0,0.1,0.40000001,3.2,1.6,4,10,0.80000001,3.5999999,10,40,,0.02,,"03/02/95 00:00:00",
"NG",22,5,176,197,"910098",4.6999998,4,,,,0.22,0.029999999,,0.2,0.30000001,0,0,0.5,2,1.6,3,8,0.80000001,2.5,17,53,,0.02,,"03/02/95 00:00:00",
"NG",22,6,197,263,"910099",4.8000002,4.0999999,,,,0.15000001,0.02,,0.2,0.30000001,0,0,0.5,1.6,1.1,2.3,8,0.5,2.0999999,22,48,,0.0099999998,,"03/02/95 00:00:00",
"NG",22,7,263,294,"910100",4.9000001,4.1999998,,,,0.090000004,0.02,,0,0.30000001,0,0,0.30000001,1.3,0.89999998,2.0999999,7,0.30000001,1.6,14,43,,0.0099999998,,"03/02/95 00:00:00",
"NG",22,8,294,332,"910101",4.9000001,4.1999998,,,,0.07,0.0099999998,,0,0.30000001,0,0,0.30000001,1.6,0.89999998,2.5999999,9,0.2,1.9,12,35,,0.0099999998,,"03/02/95 00:00:00",
"NG",22,9,332,372,"910102",4.9000001,4.0999999,,,,0.13,0.0099999998,,0,0.30000001,0,0,0.30000001,2,1.6,3.2,10,0.5,2.3,9,50,,0.0099999998,,"03/02/95 00:00:00",
"NG",22,10,372,412,"910103",4.9000001,4.0999999,,,,0.079999998,0.0099999998,,0,0,0,0,0,2,1.6,3,10,0.30000001,2,0,53,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,1,0,20,"910104",5.6999998,4.5999999,,,,1.21,0.11,,1.8,1,0,0.1,2.9000001,0.40000001,0.2,4.9000001,27,4.1999998,3.3,59,4,,0.039999999,,"03/02/95 00:00:00",
"NG",23,2,20,42,"910105",5,4.0999999,,,,0.69999999,0.059999999,,0.60000002,0.30000001,0,0.1,1,2.0999999,1.6,4.9000001,16,2.5,3.0999999,20,33,,0.02,,"03/02/95 00:00:00",
"NG",23,3,42,60,"910106",4.9000001,4.0999999,,,,0.56,0.050000001,,0.40000001,0.30000001,0,0,0.69999999,2.3,2.3,4.8000002,25,2,3,15,48,,0.02,,"03/02/95 00:00:00",
"NG",23,4,60,98,"910107",4.9000001,4.0999999,,,,0.37,0.039999999,,0.40000001,0,0.30000001,0,0.69999999,2.5,2.5,5.1999998,12,1.3,3.2,13,48,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,5,98,136,"910108",5,4.0999999,,,,0.25999999,0.029999999,,0.40000001,0,0,0,0.40000001,2.8,2.7,5.5999999,11,0.89999998,3.2,7,48,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,6,136,175,"910109",5.1999998,4.0999999,,,,0.25,0.029999999,,0.2,0,0.1,0,0.30000001,2.3,1.8,4.5,10,0.89999998,2.5999999,7,40,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,7,175,256,"910110",5.1999998,4.1999998,,,,0.12,0.02,,0.2,0.30000001,0,0,0.5,1.7,1.1,4.4000001,12,0.40000001,2.2,11,25,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,8,256,297,"910111",5.0999999,4.0999999,,,,0.11,0.0099999998,,0,0,0.2,0,0.2,1.7,1.1,4.1999998,12,0.40000001,1.9,5,26,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,9,297,343,"910112",5.4000001,4.1999998,,,,0.029999999,0,,0,0,0,0,0,1.2,0.69999999,2.5999999,26,0.1,1.2,0,27,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,10,343,395,"910113",5.4000001,4.3000002,,,,0.17,0.0099999998,,0.2,0,0,0,0.2,1.2,1.1,2.5999999,34,0.60000002,1.4,8,42,,0.0099999998,,"03/02/95 00:00:00",
"NG",23,11,395,433,"910114",5.0999999,4.3000002,,,,0.029999999,0,,0,0,0,0,0,1.2,0.89999998,2.5999999,41,0.1,1.2,0,35,,0.0099999998,,"03/02/95 00:00:00",
"NG",24,1,0,10,"910115",6.0999999,5.4000001,,,,1.13,0.1,,4.0999999,1,0,0.2,5.3000002,0.1,0,7.5,48,4,5.4000001,71,0,,0.079999998,,"03/02/95 00:00:00",
"NG",24,2,20,50,"910116",5.3000002,4.5,,,,0.41999999,0.039999999,,1.8,1,0,0.1,2.9000001,0.2,0,5.9000001,14,1.5,3.0999999,49,0,,0.029999999,,"03/02/95 00:00:00",
"NG",24,3,50,90,"910117",5.1999998,4.4000001,,,,0.33000001,0.039999999,,1.6,0.69999999,0,0,2.3,0.40000001,0,24.700001,49,1.2,2.7,9,0,,0.02,,"03/02/95 00:00:00",
"NG",24,4,90,130,"910118",5.3000002,4.4000001,,,,0.25,0.029999999,,1.4,0.69999999,0,0.1,2.2,0.40000001,0.2,6.5999999,12,0.89999998,2.5999999,33,3,,0.0099999998,,"03/02/95 00:00:00",
"NG",24,5,13,180,"910119",5.4000001,4.4000001,,,,0.27000001,0.029999999,,1.3,0.40000001,0,0,1.7,0.60000002,0,6.6999998,12,0.89999998,2.3,25,0,,0.0099999998,,"03/02/95 00:00:00",
"NG",24,6,190,242,"910120",5.4000001,4.3000002,,,,0.13,0.02,,0.80000001,0.30000001,0,0.1,1.2,0.80000001,0.2,6.5,13,0.5,2,18,3,,0.0099999998,,"03/02/95 00:00:00",
"NG",24,7,242,277,"910121",5.0999999,4.1999998,,,,0.14,0.0099999998,,0.60000002,0.30000001,0,0,0.89999998,0.69999999,0.2,7.5,17,0.5,1.6,12,3,,0.02,,"03/02/95 00:00:00",
"NG",24,8,,,"910122",5.3000002,4.3000002,,,,0.16,0.0099999998,,0.80000001,0.30000001,0,0,1.1,0.69999999,0.5,9.3999996,22,0.60000002,1.8,12,5,,0.0099999998,,"03/02/95 00:00:00",
"NG",25,1,0,13,"910123",6.6999998,6,,,,2.6199999,0.23999999,,14.8,2.7,0,0.2,17.700001,0.1,0,16.799999,78,9.1999998,17.799999,105,0,,0.16,,"03/02/95 00:00:00",
"NG",25,2,13,42,"910124",6.5,5.0999999,,,,0.75,0.07,,4.1999998,1,0.1,0.1,5.4000001,0,0,8.3000002,40,2.5999999,5.4000001,65,0,,0.039999999,,"03/02/95 00:00:00",
"NG",25,3,42,66,"910125",5.5999999,4.0999999,,,,0.43000001,0.039999999,,2.2,1.4,0.1,0,3.7,0.5,0.5,5.5999999,19,1.5,4.1999998,66,9,,0.0099999998,,"03/02/95 00:00:00",
"NG",25,4,66,103,"910126",5.6999998,4.3000002,,,,0.12,0.02,,0.40000001,0.69999999,0.1,0,1.2,1.4,1.2,4.9000001,25,0.40000001,2.5999999,24,24,,0.02,,"03/02/95 00:00:00",
"NG",25,5,103,160,"910127",6.0999999,4,,,,0.12,0.0099999998,,0.2,0.69999999,0.1,0,1,1.5,0.69999999,4.6999998,24,0.40000001,2.5,21,15,,0.0099999998,,"03/02/95 00:00:00",
"NG",26,1,0,14,"910128",6.5999999,6,,,,3.8699999,0.34,,13.6,2.5,0.1,0.80000001,17,,,19.4,72,13.5,17,88,,,0.22,,"03/02/95 00:00:00",
"NG",26,2,14,25,"910129",6.1999998,5.1999998,,,,0.68000001,0.059999999,,2.7,0.69999999,0,0.40000001,3.8,,,5.9000001,23,2.4000001,3.8,64,,,0.050000001,,"03/02/95 00:00:00",
"NG",26,3,25,60,"910130",5.5999999,4.8000002,,,,0.47,0.050000001,,2.4000001,1.1,0,0.60000002,4.0999999,,,21.6,37,1.6,4.0999999,19,,,0.029999999,,"03/02/95 00:00:00",
"NG",26,4,60,100,"910131",5.4000001,4.5999999,,,,0.28999999,,,1.9,1.1,0.1,0.60000002,3.7,,,5.0999999,9,1,3.7,73,,,0.02,,"03/02/95 00:00:00",
"NG",26,5,100,160,"910132",5,4.0999999,,,,0.18000001,,,0.40000001,0.40000001,0,0.2,1,,,6.5999999,13,0.60000002,1,15,,,0.02,,"03/02/95 00:00:00",
"NG",26,6,160,226,"910133",5.1999998,4.0999999,,,,0.18000001,,,0.80000001,0.69999999,0.1,0.2,1.8,,,5.5999999,15,0.60000002,1.8,32,,,0.02,,"03/02/95 00:00:00",
"NG",26,7,226,284,"910134",5.0999999,4,,,,0.090000004,,,0,0.30000001,0,0.1,0.40000001,,,6.5,20,0.30000001,0.40000001,6,,,0.0099999998,,"03/02/95 00:00:00",
"NG",26,8,284,336,"910135",5.3000002,3.9000001,,,,0.13,,,0.2,0.30000001,0.1,0,0.60000002,,,7.5999999,25,0.5,0.60000002,8,,,0.0099999998,,"03/02/95 00:00:00",
"NG",26,9,336,413,"910136",5.5,3.9000001,,,,0.079999998,,,0.2,0.30000001,0.1,0,0.60000002,,,6.1999998,31,0.30000001,0.60000002,10,,,0.0099999998,,"03/02/95 00:00:00",
"ID",1,1,0,13,"800138",5.5,4.6999998,,,,1.4,0.16,,5,1.9,0.30000001,0.5,7.6999998,0.2,0.1,12.1,14,4.9000001,7.9000001,64,1,,0.14,,"05/19/95 00:00:00",
"ID",2,1,0,5,"800144",4.8000002,4,,,,3.0599999,0.22,,3.4000001,1,0.2,0.2,4.8000002,1.5,1,15.8,20,10.7,6.3000002,30,6,,0.19,,"05/19/95 00:00:00",
"ID",2,2,5,30,"800145",4.8000002,3.9000001,,,,3.02,0.22,,0.89999998,0.30000001,0.1,0.2,1.5,3,2.5,15.2,19,10.6,4.5,10,16,,0.059999999,"Spec.Surf.=153 m2/g","05/19/95 00:00:00",
"ID",2,3,30,75,"800146",4.8000002,3.8,,,,1.1900001,0.1,,0.89999998,0.69999999,0.1,0.2,1.9,4.8000002,4.0999999,14,17,4.1999998,6.6999998,14,29,,0.029999999,"Spec.Surf.=162 m2/g","05/19/95 00:00:00",
"ID",2,4,75,120,"800147",5.0999999,3.8,,,,0.56,,,2.7,1.4,0.1,0.40000001,4.5999999,3.2,2.4000001,15.3,18,2,7.8000002,30,16,,0.029999999,"Spec.Surf.=165 m2/g","05/19/95 00:00:00",
"ID",2,5,120,170,"800148",5.1999998,3.9000001,,,,0.44,,,2.2,1.2,0.1,0.40000001,3.9000001,5.9000001,1.6,14.5,18,1.5,9.8000002,27,11,,0.029999999,"Spec.Surf.=165 m2/g","05/19/95 00:00:00",
"ID",15,1,0,4,"830415",4.3000002,3.3,,,,10.2,0.55000001,,0,0.30000001,0,0.40000001,0.69999999,2.9000001,2.5999999,25,72,35.700001,3.5999999,3,10,,0.23,,"05/19/95 00:00:00",
"ID",15,2,4,15,"830416",4,3.9000001,,,,1.21,0.090000004,,0,0,0,0.1,0.1,2.7,2.4000001,5,12,4.1999998,2.8,2,48,,0.12,,"05/19/95 00:00:00",
"ID",15,3,15,39,"830417",4.5,4,,,,0.49000001,0.050000001,,0.40000001,0,0,0,0.40000001,1.9,1.8,3.9000001,9,1.7,2.3,10,46,,0.039999999,,"05/19/95 00:00:00",
"ID",15,4,39,73,"830418",4.8000002,4.0999999,,,,0.43000001,0.039999999,,0.80000001,0.1,0,0,0.89999998,1.5,1.5,3.4000001,8,1.5,2.4000001,26,44,,0.02,,"05/19/95 00:00:00",
"ID",15,5,73,104,"830419",4.9000001,4.0999999,,,,0.30000001,,,0,0.1,0,0,0.1,1.3,1.8,3,7,1.1,1.4,3,60,,0.0099999998,"Spec.Surf.=44","05/19/95 00:00:00",
"ID",15,6,104,138,"830420",5,4.0999999,,,,0.28,,,0.40000001,0,0,0,0.40000001,1.3,1.1,6.6999998,14,1,1.7,6,16,,0.0099999998,,"05/19/95 00:00:00",
"ID",15,7,138,160,"830421",4.9000001,4.0999999,,,,0.23999999,,,0,0.1,0.2,0,0.30000001,1.4,1.3,3.4000001,7,0.80000001,1.7,9,38,,0.0099999998,"Spec.Surf.=51","05/19/95 00:00:00",
"ID",27,1,8,0,"880001",,,,,,47.700001,,,,,,,,,,,,167,,,,,,"Top 8+","05/19/95 00:00:00",
"ID",27,2,0,12,"880002",4.3000002,3.8,,,,30.799999,,,0.5,0.40000001,0,0.60000002,1.5,9.8999996,9.6000004,59.299999,,107.8,11.4,3,16,,0.059999999,"Also CEC values available determined at wet samples.","05/19/95 00:00:00",
"ID",27,3,12,50,"880003",5.4000001,5.0999999,,,,3.3800001,0.11,,0,0,0,0,0,,,10.4,92,11.8,0,0,,,0.0099999998,,"05/19/95 00:00:00",
"ID",27,4,50,125,"880004",5.6999998,5.4000001,,,,0.92000002,0.02,,0.2,0,0,0,0.2,,,7.5999999,54,3.2,0.2,3,,,0.0099999998,,"05/19/95 00:00:00",
"ID",27,5,125,150,"880005",5.8000002,5.1999998,,,,0.41999999,0.0099999998,,0.2,0,0,0.1,0.30000001,0,0,13,73,1.5,0.30000001,2,0,,0.0099999998,,"05/19/95 00:00:00",
"ID",28,1,0,18,"880006",5.5,4.4000001,,,,2.6600001,0.18000001,,1.4,0.2,0,0.1,1.7,0.60000002,0.69999999,8,24,9.3000002,2.3,21,9,,0.02,,"05/19/95 00:00:00",
"ID",28,2,18,45,"880007",5,4.0999999,,,,0.80000001,0.059999999,,0.2,0.1,0,0.1,0.40000001,1.8,2,5.5,13,2.8,2.2,7,36,,0.0099999998,,"05/19/95 00:00:00",
"ID",28,3,45,95,"880008",5.1999998,4.1999998,,,,0.31,0.029999999,,0.2,0.1,0,0.1,0.40000001,1.1,1.1,5.6999998,14,1.1,1.5,7,19,,0.0099999998,,"05/19/95 00:00:00",
"ID",28,4,95,135,"880009",5.3000002,4.3000002,,,,0.27000001,0.029999999,,0.2,0.1,0,0.2,0.5,1.5,0.89999998,5.9000001,15,0.89999998,2,8,15,,0,,"05/19/95 00:00:00",
"ID",28,5,135,160,"880010",5.5999999,4.6999998,,,,0.25,0.02,,0.2,0.1,0,0.1,0.40000001,0.1,0,5,,0.89999998,0.5,8,0,,0,,"05/19/95 00:00:00",
"ID",29,1,0,16,"880011",5.0999999,4.3000002,,,,19.5,0.89999998,,1,0.60000002,0,0.5,2.0999999,4.9000001,4.5999999,47.299999,169,68.300003,7,4,10,,0.039999999,"Also CEC values available determined at wet samples","05/19/95 00:00:00",
"ID",29,2,16,35,"880012",5.4000001,4.9000001,,,,10.5,0.69999999,,0,0.1,0,0.1,0.2,0.1,0,42.099998,116,36.799999,0.30000001,0,0,,0.0099999998,,"05/19/95 00:00:00",
"ID",29,3,35,79,"880013",6,5.9000001,,,,4.5599999,0.31,,0,0,0,0,0,,,19.5,69,16,0,0,,,0.029999999,,"05/19/95 00:00:00",
"ID",29,4,79,90,"880014",5.8000002,5.9000001,,,,1.66,0.090000004,,0.30000001,0,0,0,0.30000001,,,11,53,5.8000002,0.30000001,3,,,0.02,,"05/19/95 00:00:00",
"ID",29,5,90,108,"880015",5.5999999,5.6999998,,,,1.1799999,0.029999999,,0.2,0,0,0,0.2,,,4.1999998,34,4.0999999,0.2,5,,,0.02,,"05/19/95 00:00:00",
"ID",29,6,108,135,"880016",5.4000001,5.4000001,,,,0.44999999,0.02,,0.2,0,0,0,0.2,,,6.3000002,40,1.6,0.2,3,,,0.0099999998,,"05/19/95 00:00:00",
"ID",29,7,135,160,"880017",5.4000001,5,,,,0.19,0.0099999998,,0,0,0.1,0,0.1,,,7.5999999,67,0.69999999,0.1,1,,,0.0099999998,,"05/19/95 00:00:00",
"ID",32,1,0,11,"880018",4.1999998,3.7,,,,2.6700001,0.19,,1.8,0.5,0,0.2,2.5,2.8,2.5,9.5,27,9.3000002,5.3000002,26,26,,0.23,,"05/19/95 00:00:00",
"ID",32,2,11,30,"880019",4.5,3.9000001,,,,1.1799999,0.090000004,,0.2,0.1,0.80000001,0.1,1.2,3.2,3.2,6.0999999,15,4.0999999,4.4000001,20,52,,0.050000001,,"05/19/95 00:00:00",
"ID",32,3,30,65,"880020",4.6999998,4,,,,0.68000001,0.059999999,,0.2,0.1,0,0.1,0.40000001,2.9000001,2.7,5.4000001,12,2.4000001,3.3,7,50,,0.02,,"05/19/95 00:00:00",
"ID",32,4,65,103,"880021",4.9000001,4,,,,0.38999999,0.039999999,,0.2,0,0,0,0.2,2.7,2.7,7.4000001,16,1.4,2.9000001,3,36,,0.0099999998,,"05/19/95 00:00:00",
"ID",32,5,103,160,"880022",4.9000001,4,,,,0.25999999,0.029999999,,0,0,0,0,0,2.7,2.5,8.1999998,18,0.89999998,2.7,0,30,,0.0099999998,,"05/19/95 00:00:00",
"ID",32,6,210,260,"880023",5,4,,,,0.15000001,0.02,,0,0,0.1,0,0.1,3,3,6.8000002,14,0.5,3.0999999,1,44,,0.0099999998,,"05/19/95 00:00:00",
"ID",33,1,0,7,"880024",4.6999998,4.1999998,,,,3.52,0.27000001,,3,0.69999999,0,0.2,3.9000001,1.3,1.2,11.8,19,12.3,5.1999998,33,10,,0.15000001,,"05/19/95 00:00:00",
"ID",33,2,7,30,"880025",4.5,4,,,,1.51,0.13,,0.2,0.1,0,0.1,0.40000001,2.5999999,2.5,6.5,10,5.3000002,3,6,38,,0.039999999,,"05/19/95 00:00:00",
"ID",33,3,30,70,"880026",4.6999998,4,,,,0.95999998,0.090000004,,0,0,0,0,0,2.3,2.3,4.9000001,7,3.4000001,2.3,0,47,,0.02,,"05/19/95 00:00:00",
"ID",33,4,70,160,"880027",4.9000001,4.0999999,,,,0.57999998,0.059999999,,0.2,0,0,0,0.2,2.0999999,2.0999999,4.0999999,5,2,2.3,5,51,,0.0099999998,,"05/19/95 00:00:00",
"ID",33,5,160,270,"880028",5.4000001,4.3000002,,,,0.2,0.039999999,,0,0,0,0,0,0.89999998,0.89999998,10.3,13,0.69999999,0.89999998,0,9,,0.0099999998,,"05/19/95 00:00:00",
"ID",33,6,270,290,"880029",5.1999998,4.4000001,,,,0.20999999,0.02,,0,0,0,0,0,0.5,0.2,3.9000001,7,0.69999999,0.5,0,5,,0.0099999998,,"05/19/95 00:00:00",
"ID",34,1,0,12,"880030",3.5,3.5,,,,6.8699999,0.50999999,,0.2,0.2,0.1,0.2,0.69999999,8.6000004,8.3000002,25.200001,30,24,9.3000002,3,33,,0.27000001,,"05/19/95 00:00:00",
"ID",34,2,12,34,"880031",4.0999999,3.8,,,,2.23,0.20999999,,0,0.1,0,0.1,0.2,5.5,4.9000001,11.4,13,7.8000002,5.6999998,2,43,,0.07,,"05/19/95 00:00:00",
"ID",34,3,34,60,"880032",4.6999998,3.9000001,,,,1.4,0.12,,0,0.30000001,0,0,0.30000001,4.5,4.4000001,9.6000004,11,4.9000001,4.8000002,3,46,,0.02,,"05/19/95 00:00:00",
"ID",34,4,60,100,"880033",4.8000002,4,,,,0.83999997,0.090000004,,0,0.1,0,0,0.1,4.1999998,3.8,6.6999998,8,2.9000001,4.3000002,1,57,,0.02,,"05/19/95 00:00:00",
"ID",34,5,100,150,"880034",4.6999998,4,,,,0.61000001,0.07,,0,0,0.1,0,0.1,4,3.5999999,8.1000004,9,2.0999999,4.0999999,1,44,,0.02,,"05/19/95 00:00:00",
"ID",34,6,170,270,"880035",4.8000002,4,,,,0.30000001,0.039999999,,0,0,0,0,0,3.5999999,3.2,19.200001,22,1.1,3.5999999,0,17,,0.02,,"05/19/95 00:00:00",
"ID",34,7,300,400,"880036",5,4.0999999,,,,0.15000001,0.029999999,,0,0,0,0,0,3.0999999,2.8,14.1,16,0.5,3.0999999,0,20,,0.0099999998,,"05/19/95 00:00:00",
"ID",35,1,0,13,"880037",4.1999998,3.9000001,,,,2.46,0.2,,1.1,0.1,0,0.1,1.3,3.9000001,3.4000001,10.1,14,8.6000004,5.1999998,13,34,,0.11,,"05/19/95 00:00:00",
"ID",35,2,13,21,"880038",4.5,4,,,,1.33,0.12,,0,0,0,0,0,3.9000001,3.0999999,7.8000002,10,4.6999998,3.9000001,0,40,,0.039999999,,"05/19/95 00:00:00",
"ID",35,4,40,74,"880039",4.8000002,4.0999999,,,,0.67000002,0.07,,0.2,0,0,0,0.2,2.9000001,2.9000001,5.8000002,7,2.3,3.0999999,3,50,,0.02,,"05/19/95 00:00:00",
"ID",35,3,21,40,"880040",4.8000002,4.0999999,,,,0.94999999,0.090000004,,0.2,0,0,0,0.2,3.2,3.0999999,6.4000001,8,3.3,3.4000001,3,48,,0.029999999,,"05/19/95 00:00:00",
"ID",35,5,74,117,"880041",4.5,4.0999999,,,,0.49000001,0.059999999,,0,0,0,0,0,2.8,2.7,4.5,6,1.7,2.8,0,60,,0.029999999,,"05/19/95 00:00:00",
"ID",35,6,117,160,"880042",4.5,4.1999998,,,,0.34999999,0.050000001,,0,0,0,0,0,2.3,2.2,10.9,13,1.2,2.3,0,20,,0.029999999,,"05/19/95 00:00:00",
"ID",35,7,160,200,"880043",4.5999999,4.0999999,,,,0.2,0.029999999,,0,0,0,0,0,2.5,2.0999999,9.6999998,12,0.69999999,2.5,0,22,,0.02,,"05/19/95 00:00:00",
"ID",35,8,200,280,"880044",4.5999999,4.0999999,,,,0.1,0.02,,0,0,0,0,0,3,2.7,14,20,0.40000001,3,0,19,,0.02,,"05/19/95 00:00:00",
"ID",36,1,0,30,"880045",6.1999998,5.5,,,,2.53,0.23999999,,2.7,0.89999998,0,0.40000001,4,,,10.6,76,8.8999996,4,38,,,0.050000001,,"05/19/95 00:00:00",
"ID",36,2,30,44,"880046",6.5,5.5999999,,,,0.67000002,,,1.1,0.2,0,0.2,1.5,,,5.3000002,55,2.3,1.5,28,,,0.02,,"05/19/95 00:00:00",
"ID",36,3,44,100,"880047",6.1999998,5.4000001,,,,1.9299999,0.20999999,,2.5,0.60000002,0,0.30000001,3.4000001,,,12.2,56,6.8000002,3.4000001,28,,,0.02,,"05/19/95 00:00:00",
"ID",36,4,100,123,"880048",6.0999999,5.1999998,,,,0.38999999,0.029999999,,0.60000002,0.1,0,0,0.69999999,,,6,59,1.4,0.69999999,12,,,0.0099999998,,"05/19/95 00:00:00",
